1,你不知道啊，那是你自己动脑筋多呢，还是呃妈妈会姐姐只考的比较多。,0
3,本来是什么呢？后来上。,1
4,好了，那我就知道了啊，我们先想一下上节课学的内容吧。,0
5,上节课学的是一个什么故事呀？,1
10,能想起来吗。,1
20,却道机工珍珠那这个公式呢是说。,0
35,他肯定会落下下。,0
45,嗯，是的故事呀，叙事的非常完整，你看啊，横轴的故事里边，我们知道了。,0
47,什么东西是最好的呀，是这有用的呀。,1
51,什么东西才是最后加知道珍珠跟。,1
58,很不错，看完呢，咱们上节课学过的内容都记得，那我现在来写一些字，你看看是不是还认识啊。,1
71,看出来了吗？,1
77,把他藏起来了，我写成这个可以来看一下啊。,0
84,对光芒什么缪呢？,1
86,你的光芒看呢？,1
106,对了，这叫什么呀？,1
114,可以呀，这就是速度快来刻画有点忘记这些加起来是不是？,1
129,珍珠的珍还是珍珠的珠。,1
147,看不到吗，,1
151,那有没有一个东西在转转圈呢？,1
156,嗯，有看见课件吗？,1
160,就是说你现在课件还没有显示出来，是不是？,1
178,嗯，那咱们看它就会扣太拿什么啦。,0
183,嗯，它们在哪里呀？,1
185,它们在干什么呢？,1
189,嗯你再看看它们是在第二题呢还是抓抓科岛呢。,1
196,什么好的，那再来看看吧。,0
201,嗯，你想一想，它们是在什么时候去抓到的。,1
205,嗯早上好，那可不可以用一句话，什么时候石头在哪里干什么来说一说呢？,1
214,哎，很好，那我们如果说嗯。,0
215,想把它写的再多一点的话呢，可不可以再说一点点更加具体的内容了，比如说它们两个形式坐着大谁是它的呢？,1
238,嗯，想白做着看一下明趴着扎蝌蚪，那你再找一找它们在这里抓蝌蚪。,0
239,结果会怎么样呢，能不能查到吗？,1
271,他们想为什么没抓到呢？为什么没抓到？,1
273,就拿着喝汤里。,0
283,嗯，你是不是嗓子有点痒了，要不要喝一点点水啊。,1
292,这个啊板带在拔河是谁大拔河呢你可不可以试着用刚才的句式然后呢把这张图来简单说一说？,1
301,它们很开心，爬着爬着一个小朋友又过来一只会一只猴子说，加油挖加油加油呢，加油，我来给你会加油，然后呢？,1
343,而且再来想一想饱和的时候那中间是不是一定会有一条绳子红色的线条啊或者说红色的绳子把他绑起来然后这里会有一个人都可以把它？,1
353,嗯，咱们到时候呢？哎可以想想，但是呀，想象呢啥呀，根据有那图片来养合理想象。,1
358,把A和B是在即将开始了运动员慢呀各个模前差长么答怎么样答咬的怎么样还要的怎么画呢。,1
368,嗯好哪些啦什么办呢？,1
370,嗯，什么是啊？,1
383,嗯，这些吗。,0
392,哦才看上升力上住比赛开始了盐那加该什么呀？,1
410,是出来的内容啊。,0
420,咱们可以这样子来想吗，可以这样子来想啊，这边这个是才派。,1
423,嗯，这边这个呢，是才派，然后这边的呢，是两个旁观者。,0
428,你这是在画什么呀？,1
430,哦，好啦，都是你的式子把这个想象不错嗯。,0
432,对呀啦啦队呢，一直在很加油加油嗯，这叫施展个比赛的画面，我们可以给它加一个结果啊，比如说哎，哪一边赢了或者哪一边输了。,0
441,那这张图片呀，我们就先说到这里，你看到啊，不管是前面两个小朋友，他们在抓蝌蚪也好，还是后边的找朋友们，他们在拔河也好，其实都是在说一。,0
445,都是在说一件事情，那么这样说一件事情的话呢，展开就可以写出什么地方呢，写出什么内容呀？,1
447,嗯嗯，这几个词语，你是不是比较熟悉呀？,1
451,啊，现在你看它说的真的六看来，我们比较熟悉了。那时间是什么时间吗？,1
455,它加是这件事情发生的时间，对不对？,1
467,那我们再来想想，咱们现在上课的这件事情哎，为什么要上课呢？,1
485,我们整个上课的过程是不是啊？,1
486,对比如说咱们一开始是不是傻了想上节课学过的基本功珍珠。,0
490,嗯然后我们要看了图片，然后还有它只讲内容，这叫什么经过了，那你能猜得到结果吗？,1
501,你今天上完一节课之后会不会有收获呀？,1
506,上完一节课会不会要烧火比如说。,1
510,所以你的收获是不是用谁来字，然后还会写看图写花了。,1
515,这啊，刚刚说到的这几个呢，就是要把一件事情写清楚的几个点，那这些点呢，是需要都写到的。,0
525,让小宝贝坐在椅子上，那么爱垫子好像很有趣。,0
532,啊，他们看样子好像还有气满一下下啊，你再来想一想，它们坐在这里算出来干什么？,1
535,妈妈让小宝贝采这是什么时候图中有谁在那里坐着。,1
539,对你看看，这是什么时候呀，要求呢在哪里呀，在做什么呀，先找到他们的状态。,1
546,那你可以告诉我，它们现在在干什么吗？,1
547,它们现在要踩地板上了几个字。,0
552,不是很清楚，那我们再来看看这里吧。,0
555,他们家该往下。,0
556,泡脚很有趣呢？,1
558,嗯，刚才在干什么了？,1
559,哦，泡脚还要去，那你看出一个人泡脚吗？还是两个人，他讲呢？,1
562,嗯，那你再让他仨宝贝的少啊，他这样子的一个动作的话呢，说明他现在在干什么呢？,1
567,嗯，我很怎么可以从这里你看一看肾小宝贝问答妈妈呢？,1
573,那我们是比如说那洗气好了啊。,0
581,对呀，所以是不是三百倍再改妈妈写角呢？,1
586,那这样子的话咱们是不是要清楚了其实图片里边他们在做什么呢那就是小宝贝在狗妈吗？,1
594,嗯，什么。,1
600,当然有有点奇怪，哪里奇怪呀？,1
614,有没有的东西呢，不够冲走，那等一下完了吗，它讲的时候，它是不是可以代去拿呀？,1
618,应该是吧哎，你就可以想一想，怎么样让这个勾是变的更加合理一些，我们就要怎么样来写是不是啊。,1
621,胖浇水不热怎么辛苦？,1
625,好的好的你在这个画画画面不错啊画面不错但是在答题啊刚才在穿的衣服你看一下是冬天的衣服还是下边能约。,0
632,嗯，那看一下图片，然后画角的时候呢？谁呀？谁围绕多少度呢？,1
637,应该不会因为真净化掉就是用身体跑了，不是用水泡。,1
638,真挺怕甲的话那是内角还是在往斜里边放吗。,1
644,所以现在我们来说一说吧，那这是他什么时候呀，途中都要学会在哪里做什么呢，我们来找一找一找吧，你可以来想一想。,1
647,嗯途中要谁呀？什么啦和。,1
648,二B等于X嗯，它们是在。,0
651,哪里呀，,1
652,嗯在家里在客厅，他们呢，做什么是在。,1
656,这个小狗带怎么不能睡觉过来像是会打翻了。,1
662,我们现在来想一想啊，这幅图呢，写的是啥宝贝给妈妈给你讲的一件事情，那如果让你来写一两句话或者是一段话的话，你会怎么写呀？,1
681,它的分你不是女儿了啊。,0
683,那么那么年分奇偶分米了哈，那么你就按你讲了吗？EF的。,1
691,嗯，这个不是你这个它就是嗯提示我们小朋友呢，要动脑筋来想一想，怎么写跟它没有关系都。,1
715,这是一个小水滴还小宝贝呀。,1
726,它大不大，,1
728,很好，嗯，那再来说都有些什么呀？,1
736,柜子。,0
752,好啦，什么代表？,1
756,它会发生什么。,1
761,观察一下动作，你可以看着妈妈的动作是什么，它在做什么怎么样做的小宝贝表示周啊，什么怎么做，还要就是它们的表情是高中生呢？,1
766,你刚刚是呢，还是伤心还是难过还是生气呢，档。,1
773,这个是捉的吗？,1
778,哪个是桌子。,1
780,这个是捉是可以的话，这明明是沙发呀。,0
781,你可以画出来吗？因为我不知道你在选哪一个。,1
790,不是这张图片上的刚刚是为了让你来理解。,0
796,还记得我们它们是在客厅里那客厅里有什么呢？,1
810,睡不了，,0
816,嗯化这样好，那我们就先写一个花反向呢，收到花就可以说起它了。,0
820,那墙壁上呢，你看一下这张图片整个给你把感觉是什么呢？,1
841,嗯，是什么颜色的沙发呢？,1
847,你觉得他画了个啥？,1
849,是固定的，就不用看不见，他也不上装饰。,0
854,哦，你，你想啊，我们其实呢，重点上写事情也叫什么睡觉要写这件事情环境呢，咱们可以来的话，减小。,0
856,这是怎么回事干他？,1
858,嗯，只手拉手的话，你想说什么呀？,1
861,啊，我知道了，那就什么。,0
862,嗯，那可以吗？,1
873,我们又说了啊，刚刚你观察到的很细说墙壁上有画，然后呢，强的角墙角，这里还有漂亮的花灯摆放价。,0
881,你看看妈妈的当作是什么呢？,1
883,妈妈那一句是在哪里呢？,1
899,就是是跳舞凳子坐端正与。,0
900,首先，光背，当它问的是不是要这样的是起来，然后还要把一百吗？,1
906,对呀，所以它慢慢的甲是不是就是放大了。,1
908,题角弹力也是不是？,1
913,他像小板凳上面要去上人呀。,0
916,嗯，把做出来来啥板凳上华升多少转到懂了吗？,1
920,你做不好了之后，它是不是？喜。,1
925,你家没有问题了吧。,1
926,嗯，好的帮助我们说完了，接下来这样会慢慢的表情了，妈妈的表情，你看看。,0
928,是啥样子的。,1
930,就是你想怎么真好看。,0
932,哦，是的，你瞎出来，这考看这个说的很好像什么来着。,1
936,像什么，来着，,1
937,啊，你瞎起来真好看，想，我问你几个词，我们来看看这里吧，你等一下呢，如果在写的时候就可以把这几个词给它加进去。,1
941,嗯向花生一样好看，是不是？,1
944,妈妈下的像什么呢？相向那么下来，妈妈笑的像一朵啊。,1
947,跳起了吗。,1
949,嗯，那么下一讲啊。,0
955,把它填出来什么什么妈妈回大家了。,1
977,嗯，可以把这个景物的特点设出来是不是啊？,1
987,嗯语言也有了那么被虚假的话，要不要先去端水呢？,1
994,好的，那就是我的我去做的事情啊，然后呢，妈妈是怎么样的，望着我呢？,1
997,刚刚它的表情是什么样的？,1
1006,嗯，你刚刚是观察到它的表情了，现在还把他上的话也想到了，所以你就可以在后面再加上一句话，那么面带微笑的望着我。,0
1014,你刚刚说的那句话是什么来着？,1
1018,嗯，你把你笑什太乖了，给你。了吗，,1
1021,嗯你看一下升了太乖了，我看到你的手指头这样啊，我以为你要给它点赞的，所以老师给你点个赞。,0
1025,对氢了，我听了我来是不是？,1
1027,这也没什么问题。,0
1031,喝完，我会为什么。,1
1037,啊，为什么习题嗯？,1
1057,嗯，还给我比心给了我一个甜蜜傍晚你学没学。,0
1073,那现在哪里什么也看不到了，所以要自己说一说喽。,1
1080,要不要记。,1
1104,嗯，我们来单位想一下，如果要把刚刚的话呢，写的更加丰厚一些可以怎么写呢？,1
1112,嗯，那这来说一下啊，我们可以想到吗，刚刚说的这一个是小女孩，把心理上面我们想到他的心理了，那么动作呢？,1
1115,动作呢，刚刚有看到的话，可不可以来想象一些动作呢？,1
1132,好的，你就可以把它刚刚摆放的咱慢慢的动作说完之后呢，才教你的生成了什么呢？,1
1134,会不会比乘着来，他们找找这证出来，它的想法就比如是干什么，这是呀。,0
1139,比了个二是不是六嗯剪刀首吧。,1
1144,对呀，这不就是减到手吗？,1
1146,嗯宝贝的动作是怎样的，他们会说些什么想些什么呀？,1
1195,好了，那学到这里呀，你说的非常棒了。,0
1203,什么说，我表头。,0
1204,啊，把把它木头板嗯，那我们现在呢，重点判妈妈。,0
1207,妈妈在我给它写长的时候，它会用手干什么呀？,1
1211,对吧，那你的想法很棒了，哈。,0
1214,嗯然后你就要活了，还害羞的。,0
1216,怎么画过了一下你的想法带着根号呢，它会说。,1
1218,嗯换一下到这里了。,0
1220,嗯，没有其他小华比，你更关系，那你想想那么这个时候，他的心理呀，是什么呢？,1
1232,好吧，卫生间哪两个不好拿船，然后呢？,1
1233,哎要接水量在班过来再写甲的时候呢，会不会给妈妈原料甲呀。,1
1243,接下之前会不会用手上？,1
1244,赛音是水温呀。,0
1247,对吧，我们可以加减按摩是不是？,1
1248,那你就可以加上什么呢你可以加入我们在前面学我的。,1
1250,三的时候，小猪说，他们被怎么样呢？,1
1259,嗯，那那你就不想知道更难一点的明白了吗？,1
1263,所以把它是不是可以一样把这里呀？,1
1265,嗯老孟来露天的妈妈，她的角都有哪些？,1
1270,他准备与怎么啦？,1
1271,嗯发什么。,1
1273,啊，发各种吗，是不是啊？,1
1274,不是宝贝，你转化的什么样的角有点肿了，穿上高跟鞋，然后呢，上班劳动一天了，当然角会有点中呀。,1
1276,为什么要穿高跟鞋呀？,1
1292,难道凭什么能穿吗？,1
1297,没有啊，你干啥都干了好了，那把这里呢，我们烧完了。,0
1300,那小宝贝换说什么呢，他会跟妈妈说什么呀？,1
1319,是语文考了一百分吗？,1
1328,嗯，接下来，那再来想一想，加百位的心理，他会想什么呢？妈妈上了一天的班乙地。,1
1338,在天空，如果是一个宝宝小狗吧等会在班里飞呀。还是呼呼的。,0
1366,放到盆子里，那我是不是呀哎，我给妈妈二模。,1
1379,就是我们把这里也可以了，妈妈心里感觉很幸福，他高兴的跟我说或者他面带微笑的望着我说，你看一下。,0
1384,好的，那咱们今天呢，就把内容说到这里了，我们平时学习了什么呢，学习来看图写话内容中首先呢，是用一句话来说，图片的内容，然后再。,1
1401,你要把什么？,1
1403,它是什么？这道题这张图片吗？,1
1422,几个人呢。,1
1428,半径的神奇对吧嗯，还有呢？,1
1430,呃加呃叫啥呀？,1
1433,标啊，你就明白了吗？,1
1443,怎么求，,1
1469,这么加，我就是你真忘了是谁？,1
1471,什么像那个。,1
1483,你为什么就记得这个？,1
1519,那一天考这样的吗？,1
1520,哦，就是考的是不是写的哪个是谁写的。,1
1521,考考他的名字呢？,1
1529,那这里可能C这个确实有难度啊，像像我们刚刚讲的这个什么？,1
1540,他用式子吗？一路得都有个得字，对吧。,1
1545,哪一种。,1
1553,它说，这个时间确实是什么？,1
1555,是我对的是啥？,1
1559,是一场片区对吧，但是骗你啊，都是教会的这种欺骗。,0
1576,OK那么哎，对高于叫形态比值对于嗯前面有上一节课，我们也讲了一个卡路啥支路对吧就说哎在这个时候呢，完全它实际上就是B告诉你交钱够要更高一些完全来。,1
1581,好嘞，咱们就说回顾这些吧嗯然后今天的话对上节还讲了一个自然科学科学革命科学革命的怎么都讲了哪些什么啊，记得吗？,1
1588,你到你让我填空是吧，你这个跳地球的谁，他基米德是不是阿基米德，然后呢，有引力的是牛顿。,1
1596,启蒙运动嗯，这个怎么读来着乐什么？,1
1604,引来挺冷，是吧。,0
1607,那一组，我近视光明的意思对吧。,0
1612,呃，当时怎么形成的就把啊，把这个时间的抽的是说是一个黑暗的石石啊，要用理性的光芒的去算算黑人能不能不能弄啊，就是发生在十七还有十八世纪啊，宣扬迤逦。,1
1620,理解吗，它讲了个啥呀，咱们就说啊，这个当时我们。,1
1625,那么G惊人核心的九十分理性，注意那到底是什么里性能经常说一个一个词叫理性感性说你是一个里现在人还是你一个感性的人呢，人呢，他就是偏向于很冷静。,1
1635,它们是背的标准，是人的理性，另外呢，这个启蒙思想家也认为也相信相信不相信你的科学还有教育的进入下社会讲趣完美。,0
1638,这好像少了几个字啊。,1
1642,啊，就是题目运动的一个大概介绍它的概念以及它的积是什么力合啊，核心坚忍就是理性可以。,1
1643,所以，如果说咱们老师说什么什么时期啊，非常简单的运动理性注意怎么怎么样不讲究是气温运动，那为什么会产生起码运动的最根本的。,1
1654,它前面有三三得改改了。,0
1656,哎啊，这是他前面又是什么为负写。,1
1661,就是呃，就是呃。,0
1680,要壮大了是不是啊？,1
1714,应该还记得啊，就是说嗯，不是太弱，可是。,0
1716,构思构思呢，它的这个着作者事例V排比V排，你看过这个定理吗？,1
1718,这啥，,1
1750,有没有觉得。,1
1751,这十七啊你看它们的一个穿着包括这里怎么样的嘶揪还有后面的福尔泰还有这个。,1
1754,这种类似原理很什么什么呢啊，我一直看一种。,1
1766,嗯然后讲的这个，我想的说，那个高跟鞋高跟鞋了，用来你记得吗？,1
1779,它什么。,1
1793,你看是不是不是啊，这个西方的三前面谁？,1
1797,再把它解释就叫什么看一下D呢。,1
1807,代表嘛，对不对啊，会对着它也没有乘以B。,1
1817,它怎么来去解释它怎么去审判都说他说了算了对吧这样的话就可以用这种压迫的力量有这种猜想一成立的所以它在这个它的着做就是漏答的精神啊在这里面就宣扬强调。,1
1832,零是。,0
1842,终身中，你记了吗？它前面有几个扣子啊。,1
1844,有有五克扣子对吧五天英语。,0
1853,更好的想一想出来，更好的正对吧。,0
1880,就是什么大于八？,1
1891,嗯，你说什么？,1
1894,很很累了，是不是课课件能了啊，受到这个通知解集的压迫，那么在这里呢，它可以做出来着一个瓶子啊，说明它对中国的这个历史啊，政治体制吧，还是不是特别了解？,1
1939,对不对，所以不是啊。,1
1965,啊，德国的那有坑得给我看的看得呢，它是形容词大臣整。,0
2014,啊，刚刚还在想，你不会是忘了来讲，唉听平原的了啊，记住。,1
2063,嗯，我有闪退了。,0
2065,进来了，这个闪退又选自。,0
2070,它是怕你啊，他可能觉得你那没动啊。,0
2073,好了是吗？,1
2081,老师可以认为你真的你偷偷的题，你觉得是什么孩子？,1
2084,懂吗。,1
2087,那个啥的？你哪里N点，我们看一下你那个你一个什么完了啊。,1
2094,我都不知道是哪来的了，出现了多少好久了哼哼哼。,1
2127,怎么运动的就离心率，但实际上呢，李欣着他就是让为主。,1
2141,请问运动，它更多的是偏向于正正。,1
2170,三米游侠一点钟一点不是。,0
2186,年代到什么又，但是眼就会一直煮。,1
2191,说错了吧，我吧呃可以都忘了。,1
2205,那为什么是在三十一号？,1
2210,我就为圆心的开始还是。,0
2211,但是我看那个图，我也觉得有点不行，就是这样的一个图吗？怎么感觉没有一个概个什么争嗯还什么的嗯，但是后面啊，人家都在转发上。,0
2224,好，然后要不咱看一下刚刚咱们拿起运动讲。,1
2237,嗯，很烦的时候，你会怎么来调解是有情绪的什么呢？他说，读书。,1
2243,嗯，热爱学习的好还。,0
2245,那就不要你数学是干嘛，那你反着什么？,1
2261,看一遍的人啊，哎什么什么呢啊，就会让。,1
2262,有时候也会持续燃烧的。,0
2281,有点情绪有点做，有点多遍了吗？,1
2305,可以以后呢。,1
2309,A它是有点有点中它就是想通过这样的一个。,0
2324,这是第第一次中起什么？,1
2325,不想写成到了呵呵慰藉经常不小心碰到只手。,0
2342,他一直在不断的去提升对吧啊不会说去做了所以这个A的话。,1
2357,这个题看一下能理解了吗？,1
2359,下一个了这个你自己来做吧嗯，你那边有是不是有正确答案出来。,1
2366,我这段是完全出来了啊，我以为你。,0
2382,嗯做题过程，这都是不是？,1
2384,嗯，加起来你说的啊。,0
2394,好像是对的，对的，对吗？不上课呵呵没事来的。,1
2416,理性注意应该是什么？,1
2418,运动的核心对吧嗯，刚讲了啊。,0
2427,那像不是同步的。,0
2433,一把这里就是的不是有的吧。,0
2445,选BMB是B是对的啊，突显那个理性的价值。,0
2453,那么离心率等等，它讲的是这个里见一个根完的做的啊，不是说反应看第七题的核心是浪漫主义的话，它不是浪漫主义，那要注意它是在。,0
2471,嗯，好像也没有调的呀。,0
2497,你直接说是哪个呀你说是A还是B。,1
2503,你确定一下，我刚说，要说，对还是错的，你又改。,1
2511,A到A吗。,1
2521,都说的概念啊，好嘞。,0
2526,行吗，能不能要不要休息一下。,1
2535,什么是没有讲那个题刚呀，我想一想。,1
2542,肯定有提到哪个？,1
2559,哎就是A我问一下你的呃。,1
2562,咱们讲了吗？,1
2567,讲了没。,1
2577,下一周的什么？,1
2674,好像还没出来。再加改呢。,0
2678,你一边这个课件出来了吗？,1
2682,我错了呢。,0
2695,现在出来了啊。,0
2706,等一下吗。,1
2709,懂了吗？你，你看一下我怎么办呀？,1
2716,如果我说，那没讲吗？,1
2742,它是一个革命对吧，那么革命爆发的背景是什么？然后呢，主要镜头有哪些啊，它就是隔水的密度，对吧，然后第二个资本主义制度的建立资本主义这个我们说，现在我们是社会主义制度，对吧，那到底四分之九。,1
2783,但风景是什么呀？,1
2812,一种呢是，,0
2842,怎么参加会议啊等等都求总数。,1
2853,没错的安排意思。,0
2871,那怎么样以及最后是鹿和都是人工合成。,1
2882,这个是能想起来哪些呀？,1
2885,这个，咱们这一页课件上面后面。,0
2888,想不起来上啊。,1
2890,这是什么差呀？,1
2895,哎，不是你那边没有出来呢，那边去没有求不出来吗？,1
2897,所以你这是多少啊？,1
2899,嗯，想想显示还不一样吗？,1
2900,那什么桥。,1
2903,我一直以为你能够看到全部呢？,1
2905,这是个啥的？,1
2916,啊，对的嗯，我以为就显示不是一半跳一跳。,0
2930,光会中间就一般过去了，哈。,0
2943,把这轮都是强了。,0
2954,真不是啊，还有后面的什么为零。,1
2985,在这里了辛苦了。,0
2990,身体运动的吗？,1
2994,哎，你确定。,1
3000,羊吃人为什么？,1
3035,建立忘选只是说那个时候只是线什么光的折射。,1
3037,会不会有权利说清楚这样的否定句。,1
3055,它仪式呢，又比它的第二个没有说考到哪去也实心降低专注同志。,1
3063,还有很多个哎有什么英格兰导啊。,1
3069,嗯，是开方一个什么的。,1
3101,一个是V零应该是哪里？,1
3118,等于什么，,1
3137,被推上单独拍啊，你那个有一个图，你就说这个在一个孩子上啊，然后在这个行星还上。,0
3138,这个呃，这个，这叫什么？,1
3157,克隆么样。,1
3163,都能起来之后呢，这个。,1
3176,水流六厘米啊。,0
3200,不着呢啊，怎么能当？,1
3210,还是直角，它就是一个相当于国王呢？,1
3220,比较光路图，,0
3240,现在是不是乘以。,1
3255,啥意思知道，,1
3259,第五的见的光什么？,1
3265,这个第四条说的啥内容？,1
3267,嗯，对的实际上就是限制的光的。,0
3275,这个它什么去？,1
3296,是不是权利，,1
3302,这个就是怎么。,1
3304,嗯，不是就会显得你有什么东西。,1
3316,三什么上课相乘？,1
3351,很好，那么这样的这样一个面有怎样的？,1
3360,嗯不氩氪忘。,0
3400,好再看这个面的咱们就讲到这。,0
3403,中国呢，金属直线的距离呢？,1
3411,哪个力，,1
3418,嗯，像这样去讲，因为你这个答案是这样写的。,0
3422,啊，这节课呀。,0
3441,长大吧，但是没有说。,0
3451,我们对这个物块啊，再看一下一会呢？,1
3467,就是那个什么呢，偷偷。,1
3481,就是用过的女王对吧亡是乘以。,0
3492,首先，它有什么权利呢，它是正不熟呢，还形式形正。,1
3505,相等的那个呢，它是对你会是负。,1
3512,每次要注意什么大学会这。,1
3525,刚都讲英语是不是又不会讲。,1
3550,刚刚说，嗯，这里一会。,0
3557,你会有两个点呢，它就成为了G再乘以比较。,0
3565,他讲的有点像克隆。,0
3569,经过倍延啊那个。,0
3573,但是呢零对不对它的支持力是非常高。,1
3577,贪阵特B缺什么呀，他也没确认啊。,1
3588,你看一些什么？,1
3595,有点开心是咋回事？,1
3602,能理解人对吧。,0
3604,行咱们今天呢，叫做。,0
3607,嗯，你看你还有啥问题没？,1
3632,是不是你怎么知道它看见了。,1
3636,你不知道了，我现在就是老师告诉你了，上飞到你还记得吧。,1
3640,你要看不见过怎么写的？,1
3645,导数什么，,1
3646,啊没有那么厉害啊。,0
3653,哦哦，那个我记得那个啊，那个是没有提交没有没有显示出来是吧。,1
3654,有没有病吧。,1
3669,坐在哪里了。,1
3672,错在哪里呢？,1
3675,哎，对计算的还是错了啊。,0
3692,如果你能。做对了咱们就不刷题了是不是哎作业量就可以慢慢减少了是不是呃这个的话小于计算都没有错老师提醒一下就是这个回答的时候在这儿写的是余数加上余数。,1
3704,嗯，这个怎么了？,1
3708,还有妈妈说道，妈妈说道，而又真的吗，我昨天说的都快妈妈。,1
3709,还记得吗。,1
3711,妈妈说的吗？,1
3727,哎，对对不对，还记得这个年轮吗？,1
3730,对这个是年论为什么会有长的密的地方为什么会有长的宽宽的地方？,1
3734,不不不就是这一圈就表示它过了一年，但是它在这边为什么都是一年为什么这边长的宽这边长的幂呢？,1
3738,不知道，因为这边转的快太阳晒的做这边转的信任，不然下的手。,0
3740,对那那你那对呀，那小雨告诉老师太阳在什么方向的时候，它晒的比较多呀。,1
3746,太阳在什么方向？我们晒的最多呢，我们太阳是中午的时候在什么什么地方呀？,1
3750,对呀，那你说是中午的太阳动力还是早上的太阳的厉害呀。,1
3758,为为什么我我仔细一看着呢？,1
3760,看的好像是好像这边是多细的是不是这边根系这边是北这个有问题吗小月？,1
3775,根据从外边去量这个大树，它有多出来推测它有几穗，但是真正的它到底几岁了，这个年轮是最肯定的一个答案，就我们可以通过别的方法去推断他。,1
3789,哎，这边宽宽的，然后这边秘密的好不好，然后呢，再秘密的这边写个北在宽宽的这边写个难。,1
3793,这样，我们下回看到这个图，就知道了这个这个什么这个年轮的它表示的是什么了，这个密的这一边啊，然后我们可以。,1
3811,我要说，这是什么字，就是什么，这是什么字呀？,1
3821,你这个能算出来吗，你那是不是都一样幂啊，宝贝。,1
3826,可是你那样，你那样，你能分出来吗？,1
3832,啊呃七年是吗？,1
3833,今天是怎么了？噼哩哔哩哔哩哒岁。,1
3841,哎，这边的宽。,0
3846,它现在是不是就一岁呀，但是你要这边离的稍微近一点，这边梨的稍微远一点，我们我们小雨要让他自己能够分清楚。,1
3848,哪边是哪哪边是北好不好。,1
3850,一般树木，他不会像我们人一样动，它就种在哪里了，看，所以它不会转它不会转的话，就会导致一边只能晒太阳，另外一边晒的太阳永远都很少。,1
3855,它种下去之后，那边就朝南那边就抄呗，它是不会动的了。,1
3868,哎，这边说，这次画的稍微好一点了啊好了好，那我们现在记住了啊，我们现在记住了，那我们其实小于有一个特别好的方法，就是你先记住这个密就行了，因为这个数字对你来说，稍微有一点点难。,1
3876,但是，如果你知道幂的这一边指向的是北面，那么它相对的另外一面肯定就是南面对不对。,1
3879,哎，对所以我们既幂的这一面就可以了啊小玉这边可以了吗？,1
3889,面向北极星跟老师说，北极星一直都在哪哪边挂着呀。,1
3911,好了好了啊，这个这个方向的话，我们小于会填了吗？,1
3926,这不能画下来吗？,1
3942,变异喝点旁边有什么喝点水啊？,1
3944,不不不不是是第二个，我们小玉第一个做对了。,0
3952,嗯在哪。,1
3956,嗯老师是这样说的吗？,1
3972,好，那我们来看一下吧，电影院在少年宫的什么方向呀？,1
3974,看不懂了是吗？来老师画吧老师来画啊，那现在我们再说一遍啊，因为它问的是。,1
3983,画好了对不对？,1
3996,在东河南中间，所以是什么方向呢？,1
4003,我们小雨会化了吗？,1
4005,哎，就是得志前的前边是谁？,1
4015,是在谁的？,1
4019,它就是我们观察物体的一个角度为哪个位置的问题。,1
4025,休息一下好了吗。,1
4026,你离的稍微远一点点啊，要不然那个眼睛对好的。,0
4029,其实是可以离远了看离原来写的对不对。,1
4037,写好了吗，,1
4057,你是把题抄下来了吗？,1
4063,这样转过头了。,0
